seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
21127,2026-07-01T14:08:00,UPDATE,TC-00026506,estudiante,Zona 11,ACTIVA
21128,2026-07-01T15:35:00,UPDATE,0000051092,general,San Miguel Petapa,ACTIVA
21129,2026-07-01T10:38:00,UPDATE,SIN-TARJETA,general,Mixco,ACTIVA
21130,2026-07-01T14:53:00,UPDATE,TC-00006501,trabajador,Mixco,ACTIVA
21131,2026-07-01T18:36:00,UPDATE,TC-00035209,trabajador,San Miguel Petapa,ACTIVA
21132,2026-07-01T15:34:00,UPDATE,TC-00016880,adulto_mayor,Mixco,ACTIVA
21133,2026-07-01T08:54:00,UPDATE,TC-00049690,trabajador,Zona 9,ACTIVA
21134,2026-07-01T05:20:00,UPDATE,TC-00043904,trabajador,Zona 12,ACTIVA
21135,2026-07-01T12:11:00,UPDATE,0000041381,estudiante,Zona 17,ACTIVA
21136,2026-07-01T14:01:00,UPDATE,TC-00040628,estudiante,Zona 18,ACTIVA
21137,2026-07-01T15:12:00,UPDATE,TC-00025418,general,Zona 13,ACTIVA
21138,2026-07-01T03:26:00,UPDATE,TC-00025535,adulto_mayor,Zona 8,ACTIVA
21139,2026-07-01T02:47:00,UPDATE,MR0018217,general,Zona 12,ACTIVA
21140,2026-07-01T11:11:00,UPDATE,TC-00052463,adulto_mayor,Zona 1,ACTIVA
21141,2026-07-01T11:50:00,UPDATE,TC-00016547,trabajador,Zona 8,ACTIVA
21142,2026-07-01T17:06:00,UPDATE,0000021622,trabajador,Zona 7,ACTIVA
21143,2026-07-01T19:04:00,UPDATE,TC-00031899,estudiante,Zona 1,ACTIVA
21144,2026-07-01T21:35:00,UPDATE,TC-00059864,trabajador,Zona 18,ACTIVA
21145,2026-07-01T08:58:00,UPDATE,TC-00021116,adulto_mayor,Zona 6,ACTIVA
21146,2026-07-01T17:24:00,UPDATE,TC-00030006,adulto_mayor,Zona 12,ACTIVA
21147,2026-07-01T05:59:00,UPDATE,TC-00017355,estudiante,Zona 8,ACTIVA
21148,2026-07-01T14:04:00,UPDATE,TC-00047092,general,Zona 17,ACTIVA
21149,2026-07-01T05:53:00,UPDATE,0000041497,general,Zona 9,ACTIVA
21150,2026-07-01T08:57:00,UPDATE,0000054103,trabajador,Zona 11,ACTIVA
21151,2026-07-01T07:03:00,UPDATE,TC-00035488,adulto_mayor,Zona 18,ACTIVA
21152,2026-07-01T23:14:00,UPDATE,TC-00050609,adulto_mayor,Zona 17,ACTIVA
21153,2026-07-01T12:17:00,UPDATE,TC-00050562,estudiante,Zona 4,ACTIVA
21154,2026-07-01T12:38:00,UPDATE,TC-00007249,estudiante,Zona 4,ACTIVA
21155,2026-07-01T17:43:00,UPDATE,TC-00001960,estudiante,Zona 4,ACTIVA
21156,2026-07-01T02:09:00,UPDATE,TC-00042797,general,Zona 1,ACTIVA
21157,2026-07-01T20:29:00,UPDATE,MR0039434,general,Zona 18,ACTIVA
21158,2026-07-01T03:09:00,UPDATE,TC-00056973,trabajador,Zona 8,ACTIVA
21159,2026-07-01T17:32:00,UPDATE,TC-00027879,adulto_mayor,Zona 11,ACTIVA
21160,2026-07-01T12:41:00,UPDATE,0000025583,general,Zona 11,ACTIVA
21161,2026-07-01T06:47:00,UPDATE,TC-00059284,adulto_mayor,Zona 11,ACTIVA
21162,2026-07-01T07:03:00,UPDATE,0000020543,estudiante,Zona 7,ACTIVA
21163,2026-07-01T02:29:00,UPDATE,TC-00050340,estudiante,Santa Catarina Pinula,ACTIVA
21164,2026-07-01T12:02:00,UPDATE,TC-00039379,trabajador,Zona 6,ACTIVA
21165,2026-07-01T09:52:00,UPDATE,0000032687,trabajador,Zona 12,ACTIVA
21166,2026-07-01T04:59:00,UPDATE,TC-00019911,general,San Miguel Petapa,ACTIVA
21167,2026-07-01T20:00:00,UPDATE,MR0049264,adulto_mayor,Zona 18,ACTIVA
21168,2026-07-01T12:33:00,UPDATE,TC-00025224,estudiante,Zona 8,ACTIVA
21169,2026-07-01T11:05:00,UPDATE,TC-00033210,estudiante,Zona 10,ACTIVA
21170,2026-07-01T18:12:00,UPDATE,TC-00039951,adulto_mayor,Zona 17,ACTIVA
21171,2026-07-01T07:38:00,UPDATE,TC-00055948,adulto_mayor,Zona 11,ACTIVA
21172,2026-07-01T06:29:00,UPDATE,MR0024867,general,Zona 18,ACTIVA
21173,2026-07-01T20:43:00,UPDATE,SIN-TARJETA,trabajador,Zona 17,ACTIVA
21174,2026-07-01T12:16:00,UPDATE,TC-00041325,general,Zona 9,ACTIVA
21175,2026-07-01T07:18:00,UPDATE,TC-00035339,adulto_mayor,Zona 6,ACTIVA
21176,2026-07-01T13:16:00,UPDATE,0000008257,trabajador,Zona 8,ACTIVA
21177,2026-07-01T05:28:00,UPDATE,TC-00005159,adulto_mayor,San Miguel Petapa,ACTIVA
21178,2026-07-01T11:38:00,UPDATE,TC-00004644,adulto_mayor,Zona 1,ACTIVA
21179,2026-07-01T19:35:00,UPDATE,TC-00009713,estudiante,Zona 7,ACTIVA
21180,2026-07-01T17:10:00,UPDATE,TC-00050147,general,Villa Nueva,ACTIVA
21181,2026-07-01T18:37:00,UPDATE,TC-00031060,estudiante,Zona 1,ACTIVA
21182,2026-07-01T17:38:00,UPDATE,TC-00018597,adulto_mayor,Zona 9,ACTIVA
21183,2026-07-01T21:52:00,UPDATE,SIN-TARJETA,general,Zona 11,ACTIVA
21184,2026-07-01T23:47:00,UPDATE,TC-00018142,trabajador,Villa Nueva,ACTIVA
21185,2026-07-01T18:45:00,UPDATE,0000034759,general,Mixco,ACTIVA
21186,2026-07-01T05:19:00,UPDATE,TC-00008817,estudiante,Zona 1,ACTIVA
21187,2026-07-01T20:39:00,UPDATE,TC-00004131,trabajador,Zona 8,ACTIVA
21188,2026-07-01T10:20:00,UPDATE,SIN-TARJETA,trabajador,Zona 13,ACTIVA
21189,2026-07-01T00:00:00,UPDATE,TC-00020853,general,Zona 10,ACTIVA
21190,2026-07-01T03:06:00,UPDATE,TC-00051609,general,Zona 11,ACTIVA
21191,2026-07-01T16:22:00,UPDATE,TC-00049561,adulto_mayor,Zona 9,ACTIVA
21192,2026-07-01T23:39:00,UPDATE,TC-00037363,estudiante,Zona 7,ACTIVA
21193,2026-07-01T02:59:00,UPDATE,TC-00053307,estudiante,Zona 17,ACTIVA
21194,2026-07-01T08:03:00,UPDATE,MR0040407,trabajador,Zona 4,ACTIVA
21195,2026-07-01T06:11:00,UPDATE,TC-00004476,estudiante,Zona 18,ACTIVA
21196,2026-07-01T16:01:00,UPDATE,0000005090,adulto_mayor,Zona 9,ACTIVA
21197,2026-07-01T23:05:00,UPDATE,TC-00057335,trabajador,Zona 18,ACTIVA
21198,2026-07-01T19:08:00,UPDATE,TC-00013107,trabajador,Zona 6,ACTIVA
21199,2026-07-01T07:19:00,UPDATE,TC-00044460,adulto_mayor,Zona 6,ACTIVA
21200,2026-07-01T14:50:00,UPDATE,TC-00054410,adulto_mayor,Santa Catarina Pinula,ACTIVA
21201,2026-07-01T09:44:00,UPDATE,TC-00018724,general,Zona 9,ACTIVA
21202,2026-07-01T17:16:00,UPDATE,TC-00012858,general,Zona 8,ACTIVA
21203,2026-07-01T19:41:00,UPDATE,TC-00015001,general,Zona 1,ACTIVA
21204,2026-07-01T18:06:00,UPDATE,TC-00021444,general,Zona 12,ACTIVA
21205,2026-07-01T08:37:00,UPDATE,TC-00003537,adulto_mayor,Zona 6,ACTIVA
21206,2026-07-01T02:13:00,UPDATE,TC-00043127,estudiante,Santa Catarina Pinula,ACTIVA
21207,2026-07-01T06:55:00,UPDATE,0000011155,adulto_mayor,Zona 11,ACTIVA
21208,2026-07-01T03:36:00,UPDATE,TC-00039281,trabajador,San Miguel Petapa,ACTIVA
21209,2026-07-01T18:27:00,UPDATE,TC-00049328,trabajador,Zona 9,ACTIVA
21210,2026-07-01T02:41:00,UPDATE,0000047405,adulto_mayor,Zona 12,ACTIVA
21211,2026-07-01T05:43:00,UPDATE,TC-00038160,trabajador,Zona 13,ACTIVA
21212,2026-07-01T02:11:00,UPDATE,TC-00006705,adulto_mayor,Zona 11,ACTIVA
21213,2026-07-01T11:28:00,UPDATE,TC-00019606,estudiante,Zona 12,ACTIVA
21214,2026-07-01T14:44:00,UPDATE,TC-00047920,estudiante,Zona 1,ACTIVA
21215,2026-07-01T04:02:00,UPDATE,TC-00006388,estudiante,Zona 13,ACTIVA
21216,2026-07-01T03:11:00,UPDATE,TC-00038503,estudiante,Zona 4,ACTIVA
21217,2026-07-01T20:55:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 10,ACTIVA
21218,2026-07-01T20:44:00,UPDATE,TC-00038819,general,Villa Nueva,ACTIVA
21219,2026-07-01T13:11:00,UPDATE,TC-00045494,trabajador,Zona 7,ACTIVA
21220,2026-07-01T06:31:00,UPDATE,TC-00026751,trabajador,Zona 8,ACTIVA
21221,2026-07-01T17:44:00,UPDATE,TC-00056500,adulto_mayor,Zona 6,ACTIVA
21222,2026-07-01T12:59:00,UPDATE,TC-00054685,estudiante,Zona 7,ACTIVA
21223,2026-07-01T14:22:00,UPDATE,TC-00025471,estudiante,Zona 11,ACTIVA
21224,2026-07-01T07:23:00,UPDATE,TC-00051395,estudiante,Santa Catarina Pinula,ACTIVA
21225,2026-07-01T19:30:00,UPDATE,TC-00052287,estudiante,Zona 8,ACTIVA
21226,2026-07-01T08:56:00,UPDATE,TC-00054997,adulto_mayor,Zona 9,ACTIVA
21227,2026-07-01T21:46:00,UPDATE,TC-00023108,trabajador,San Miguel Petapa,ACTIVA
21228,2026-07-01T10:45:00,UPDATE,MR0005512,estudiante,Zona 10,ACTIVA
21229,2026-07-01T05:31:00,UPDATE,0000059314,estudiante,Zona 4,ACTIVA
21230,2026-07-01T04:05:00,UPDATE,TC-00051137,trabajador,Zona 9,ACTIVA
21231,2026-07-01T00:28:00,UPDATE,TC-00059427,estudiante,Zona 8,ACTIVA
21232,2026-07-01T20:49:00,UPDATE,TC-00005459,trabajador,Zona 10,ACTIVA
21233,2026-07-01T13:11:00,UPDATE,TC-00000422,adulto_mayor,Zona 9,ACTIVA
21234,2026-07-01T04:10:00,UPDATE,TC-00006185,trabajador,Zona 4,ACTIVA
21235,2026-07-01T19:00:00,UPDATE,0000058581,trabajador,Zona 17,ACTIVA
21236,2026-07-01T05:39:00,UPDATE,TC-00049635,general,Zona 13,ACTIVA
21237,2026-07-01T10:35:00,UPDATE,TC-00001443,general,Santa Catarina Pinula,ACTIVA
21238,2026-07-01T16:35:00,UPDATE,TC-00016055,trabajador,Zona 18,ACTIVA
21239,2026-07-01T12:18:00,UPDATE,TC-00052144,trabajador,Santa Catarina Pinula,ACTIVA
21240,2026-07-01T11:47:00,UPDATE,TC-00020073,trabajador,Zona 11,ACTIVA
21241,2026-07-01T18:42:00,UPDATE,SIN-TARJETA,trabajador,Zona 18,ACTIVA
21242,2026-07-01T04:19:00,UPDATE,TC-00013457,estudiante,Zona 4,ACTIVA
21243,2026-07-01T09:14:00,UPDATE,SIN-TARJETA,trabajador,Zona 11,ACTIVA
21244,2026-07-01T19:21:00,UPDATE,0000029323,trabajador,San Miguel Petapa,ACTIVA
21245,2026-07-01T04:31:00,UPDATE,TC-00052572,estudiante,Zona 1,ACTIVA
21246,2026-07-01T22:05:00,UPDATE,TC-00033849,trabajador,Zona 17,ACTIVA
21247,2026-07-01T18:53:00,UPDATE,TC-00031473,adulto_mayor,Zona 13,ACTIVA
21248,2026-07-01T23:26:00,UPDATE,TC-00054060,estudiante,Zona 17,ACTIVA
21249,2026-07-01T02:56:00,UPDATE,0000014068,adulto_mayor,Zona 6,ACTIVA
21250,2026-07-01T20:58:00,UPDATE,TC-00050039,adulto_mayor,Santa Catarina Pinula,ACTIVA
21251,2026-07-01T04:16:00,UPDATE,TC-00028373,estudiante,Mixco,ACTIVA
21252,2026-07-01T14:09:00,UPDATE,TC-00033903,general,Zona 1,ACTIVA
21253,2026-07-01T11:17:00,UPDATE,TC-00004459,adulto_mayor,Zona 13,ACTIVA
21254,2026-07-01T05:06:00,UPDATE,0000016363,estudiante,Zona 12,ACTIVA
21255,2026-07-01T21:42:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 11,ACTIVA
21256,2026-07-01T16:27:00,UPDATE,TC-00022409,trabajador,Zona 10,ACTIVA
21257,2026-07-01T22:47:00,UPDATE,TC-00011718,adulto_mayor,Zona 10,ACTIVA
21258,2026-07-01T03:02:00,UPDATE,0000039214,estudiante,Zona 1,ACTIVA
21259,2026-07-01T06:53:00,UPDATE,TC-00003492,estudiante,Zona 4,ACTIVA
21260,2026-07-01T21:33:00,UPDATE,TC-00016410,general,Zona 10,ACTIVA
21261,2026-07-01T14:32:00,UPDATE,TC-00043081,adulto_mayor,Zona 1,ACTIVA
21262,2026-07-01T11:06:00,UPDATE,TC-00049464,trabajador,Zona 17,ACTIVA
21263,2026-07-01T14:04:00,UPDATE,TC-00022858,adulto_mayor,Santa Catarina Pinula,ACTIVA
21264,2026-07-01T17:42:00,UPDATE,TC-00055131,general,Zona 4,ACTIVA
21265,2026-07-01T22:13:00,UPDATE,TC-00056377,trabajador,Zona 12,ACTIVA
21266,2026-07-01T15:10:00,UPDATE,TC-00050324,trabajador,Zona 13,ACTIVA
21267,2026-07-01T22:56:00,UPDATE,TC-00042660,trabajador,San Miguel Petapa,ACTIVA
21268,2026-07-01T06:21:00,UPDATE,TC-00024084,estudiante,Villa Nueva,ACTIVA
21269,2026-07-01T00:23:00,UPDATE,TC-00028043,estudiante,Villa Nueva,ACTIVA
21270,2026-07-01T08:41:00,UPDATE,0000003262,adulto_mayor,Zona 11,ACTIVA
21271,2026-07-01T22:20:00,UPDATE,TC-00051179,estudiante,Zona 9,ACTIVA
21272,2026-07-01T20:50:00,UPDATE,0000010007,estudiante,Santa Catarina Pinula,ACTIVA
21273,2026-07-01T05:08:00,UPDATE,TC-00054863,adulto_mayor,Zona 6,ACTIVA
21274,2026-07-01T14:05:00,UPDATE,TC-00050155,trabajador,Zona 8,ACTIVA
21275,2026-07-01T22:15:00,UPDATE,MR0044391,trabajador,Zona 9,ACTIVA
21276,2026-07-01T00:36:00,UPDATE,0000059478,adulto_mayor,Villa Nueva,ACTIVA
21277,2026-07-01T15:03:00,UPDATE,SIN-TARJETA,trabajador,Zona 10,ACTIVA
21278,2026-07-01T01:38:00,UPDATE,TC-00027452,trabajador,Zona 10,ACTIVA
21279,2026-07-01T09:01:00,UPDATE,TC-00041104,adulto_mayor,Mixco,ACTIVA
21280,2026-07-01T03:32:00,UPDATE,TC-00047883,general,Zona 6,ACTIVA
21281,2026-07-01T16:10:00,UPDATE,TC-00013570,general,Zona 8,ACTIVA
21282,2026-07-01T18:49:00,UPDATE,TC-00032896,adulto_mayor,Zona 13,ACTIVA
21283,2026-07-01T00:58:00,UPDATE,TC-00037827,estudiante,Zona 13,ACTIVA
21284,2026-07-01T09:48:00,UPDATE,TC-00013224,general,Zona 7,ACTIVA
21285,2026-07-01T19:06:00,UPDATE,TC-00007424,trabajador,San Miguel Petapa,ACTIVA
21286,2026-07-01T16:22:00,UPDATE,TC-00003504,general,Zona 17,ACTIVA
21287,2026-07-01T22:41:00,UPDATE,TC-00008476,general,Zona 6,ACTIVA
21288,2026-07-01T16:27:00,UPDATE,0000015714,estudiante,Zona 13,ACTIVA
21289,2026-07-01T15:40:00,UPDATE,0000048245,estudiante,Zona 12,ACTIVA
21290,2026-07-01T05:19:00,UPDATE,TC-00038182,trabajador,Zona 18,ACTIVA
21291,2026-07-01T20:50:00,UPDATE,TC-00006826,trabajador,Zona 6,ACTIVA
21292,2026-07-01T00:39:00,UPDATE,TC-00003457,estudiante,Zona 12,ACTIVA
21293,2026-07-01T14:00:00,UPDATE,TC-00044280,trabajador,Zona 1,ACTIVA
21294,2026-07-01T13:59:00,UPDATE,TC-00044752,trabajador,San Miguel Petapa,ACTIVA
21295,2026-07-01T18:59:00,UPDATE,TC-00059140,adulto_mayor,Mixco,ACTIVA
21296,2026-07-01T08:26:00,UPDATE,TC-00054157,trabajador,Zona 9,ACTIVA
21297,2026-07-01T01:47:00,UPDATE,TC-00016184,adulto_mayor,Zona 12,ACTIVA
21298,2026-07-01T18:39:00,UPDATE,MR0047126,general,Zona 6,ACTIVA
21299,2026-07-01T13:31:00,UPDATE,TC-00010822,general,Zona 13,ACTIVA
21300,2026-07-01T01:01:00,UPDATE,TC-00023499,estudiante,Zona 17,ACTIVA
21301,2026-07-01T18:44:00,DELETE,TC-00012291,,,
21302,2026-07-01T10:15:00,DELETE,SIN-TARJETA,,,
21303,2026-07-01T10:33:00,DELETE,TC-00017503,,,
21304,2026-07-01T00:19:00,DELETE,TC-00054531,,,
21305,2026-07-01T21:34:00,DELETE,0000008493,,,
21306,2026-07-01T03:55:00,DELETE,0000006665,,,
21307,2026-07-01T05:15:00,DELETE,TC-00014627,,,
21308,2026-07-01T18:05:00,DELETE,TC-00047429,,,
21309,2026-07-01T18:39:00,DELETE,TC-00023378,,,
21310,2026-07-01T23:58:00,DELETE,0000058037,,,
21311,2026-07-01T23:41:00,DELETE,TC-00035894,,,
21312,2026-07-01T20:03:00,DELETE,TC-00059749,,,
21313,2026-07-01T05:34:00,DELETE,TC-00015425,,,
21314,2026-07-01T16:09:00,DELETE,TC-00057905,,,
21315,2026-07-01T17:54:00,DELETE,MR0031873,,,
21316,2026-07-01T03:17:00,DELETE,TC-00017369,,,
21317,2026-07-01T20:12:00,DELETE,TC-00024837,,,
21318,2026-07-01T11:57:00,DELETE,SIN-TARJETA,,,
21319,2026-07-01T11:58:00,DELETE,TC-00021296,,,
21320,2026-07-01T13:58:00,DELETE,TC-00009990,,,
21321,2026-07-01T23:30:00,DELETE,SIN-TARJETA,,,
21322,2026-07-01T20:30:00,DELETE,0000033642,,,
21323,2026-07-01T07:05:00,DELETE,0000056585,,,
21324,2026-07-01T07:52:00,DELETE,TC-00007911,,,
21325,2026-07-01T12:02:00,DELETE,0000018836,,,
21326,2026-07-01T16:30:00,DELETE,0000057978,,,
21327,2026-07-01T07:55:00,DELETE,TC-00007406,,,
21328,2026-07-01T16:01:00,DELETE,SIN-TARJETA,,,
21329,2026-07-01T23:51:00,DELETE,TC-00012722,,,
21330,2026-07-01T22:10:00,DELETE,SIN-TARJETA,,,
21331,2026-07-01T23:37:00,DELETE,0000029232,,,
21332,2026-07-01T04:38:00,DELETE,MR0056577,,,
21333,2026-07-01T20:12:00,DELETE,0000037977,,,
21334,2026-07-01T02:41:00,DELETE,TC-00057407,,,
21335,2026-07-01T05:52:00,DELETE,TC-00016198,,,
21336,2026-07-01T08:52:00,DELETE,TC-00057098,,,
21337,2026-07-01T21:18:00,DELETE,0000052734,,,
21338,2026-07-01T02:55:00,DELETE,TC-00020764,,,
21339,2026-07-01T14:12:00,DELETE,TC-00007150,,,
21340,2026-07-01T13:38:00,DELETE,SIN-TARJETA,,,
21341,2026-07-01T19:13:00,DELETE,TC-00012693,,,
21342,2026-07-01T19:30:00,DELETE,TC-00002704,,,
21343,2026-07-01T15:16:00,DELETE,TC-00052540,,,
21344,2026-07-01T07:29:00,DELETE,TC-00018556,,,
21345,2026-07-01T18:01:00,DELETE,TC-00020761,,,
21346,2026-07-01T03:05:00,DELETE,TC-00014332,,,
21347,2026-07-01T22:12:00,DELETE,TC-00017017,,,
21348,2026-07-01T11:59:00,DELETE,MR0021250,,,
21349,2026-07-01T08:32:00,DELETE,TC-00014713,,,
21350,2026-07-01T22:15:00,DELETE,TC-00003281,,,
21351,2026-07-01T14:04:00,DELETE,0000017562,,,
21352,2026-07-01T09:25:00,DELETE,SIN-TARJETA,,,
21353,2026-07-01T05:16:00,DELETE,MR0052430,,,
21354,2026-07-01T14:17:00,DELETE,TC-00028143,,,
21355,2026-07-01T00:57:00,DELETE,TC-00035131,,,
21356,2026-07-01T23:28:00,DELETE,0000024692,,,
21357,2026-07-01T21:19:00,DELETE,0000005646,,,
21358,2026-07-01T15:06:00,DELETE,MR0021834,,,
21359,2026-07-01T17:00:00,DELETE,TC-00058592,,,
21360,2026-07-01T23:16:00,DELETE,TC-00030388,,,
21361,2026-07-01T18:38:00,DELETE,SIN-TARJETA,,,
21362,2026-07-01T10:09:00,DELETE,0000018165,,,
21363,2026-07-01T19:29:00,DELETE,TC-00003159,,,
21364,2026-07-01T09:16:00,DELETE,TC-00057339,,,
21365,2026-07-01T08:20:00,DELETE,0000031466,,,
21366,2026-07-01T16:56:00,DELETE,TC-00055046,,,
21367,2026-07-01T13:26:00,DELETE,TC-00037618,,,
21368,2026-07-01T01:39:00,DELETE,TC-00030441,,,
21369,2026-07-01T23:51:00,DELETE,TC-00057324,,,
21370,2026-07-01T14:03:00,DELETE,0000029389,,,
21371,2026-07-01T00:30:00,DELETE,TC-00011358,,,
21372,2026-07-01T15:16:00,DELETE,0000016741,,,
21373,2026-07-01T15:55:00,DELETE,TC-00039094,,,
21374,2026-07-01T21:24:00,DELETE,0000046590,,,
21375,2026-07-01T21:40:00,DELETE,TC-00034748,,,
21376,2026-07-01T01:09:00,DELETE,MR0051957,,,
21377,2026-07-01T23:12:00,DELETE,TC-00006426,,,
21378,2026-07-01T21:47:00,DELETE,TC-00007417,,,
21379,2026-07-01T17:49:00,DELETE,TC-00053758,,,
21380,2026-07-01T16:39:00,DELETE,TC-00033040,,,
21381,2026-07-01T08:57:00,DELETE,TC-00020672,,,
21382,2026-07-01T22:49:00,DELETE,TC-00048146,,,
21383,2026-07-01T00:51:00,DELETE,TC-00052789,,,
21384,2026-07-01T21:16:00,DELETE,TC-00041301,,,
21385,2026-07-01T06:37:00,DELETE,0000039285,,,
21386,2026-07-01T20:47:00,DELETE,TC-00026160,,,
21387,2026-07-01T23:27:00,DELETE,SIN-TARJETA,,,
21388,2026-07-01T07:10:00,DELETE,TC-00052450,,,
21389,2026-07-01T15:06:00,DELETE,0000051092,,,
21390,2026-07-01T07:18:00,DELETE,TC-00007197,,,
21391,2026-07-02T21:55:00,INSERT,TC-00055466,adulto_mayor,Zona 7,ACTIVA
21392,2026-07-02T06:49:00,INSERT,TC-00052499,trabajador,Zona 10,ACTIVA
21393,2026-07-02T08:12:00,INSERT,TC-00002138,adulto_mayor,Zona 9,ACTIVA
21394,2026-07-02T20:02:00,INSERT,TC-00044829,adulto_mayor,Zona 6,ACTIVA
21395,2026-07-02T04:50:00,INSERT,TC-00056396,estudiante,Mixco,ACTIVA
21396,2026-07-02T11:12:00,INSERT,TC-00012770,trabajador,Zona 10,ACTIVA
21397,2026-07-02T10:04:00,INSERT,TC-00052887,trabajador,Zona 18,ACTIVA
21398,2026-07-02T19:20:00,INSERT,TC-00044954,trabajador,Zona 4,ACTIVA
21399,2026-07-02T15:40:00,INSERT,TC-00032334,general,Zona 7,ACTIVA
21400,2026-07-02T10:38:00,INSERT,TC-00014363,trabajador,Zona 9,ACTIVA
21401,2026-07-02T19:19:00,INSERT,TC-00050758,estudiante,Zona 9,ACTIVA
21402,2026-07-02T00:07:00,INSERT,TC-00030832,trabajador,Zona 4,ACTIVA
21403,2026-07-02T02:26:00,INSERT,TC-00015987,trabajador,Zona 11,ACTIVA
21404,2026-07-02T16:27:00,INSERT,TC-00003124,estudiante,Zona 4,ACTIVA
21405,2026-07-02T12:29:00,INSERT,TC-00015543,estudiante,Zona 12,ACTIVA
21406,2026-07-02T08:02:00,INSERT,TC-00034905,trabajador,Zona 9,ACTIVA
21407,2026-07-02T15:28:00,INSERT,0000023962,adulto_mayor,Zona 10,ACTIVA
21408,2026-07-02T09:46:00,INSERT,TC-00045372,general,Villa Nueva,ACTIVA
21409,2026-07-02T22:45:00,INSERT,TC-00054248,trabajador,Zona 13,ACTIVA
21410,2026-07-02T20:21:00,INSERT,SIN-TARJETA,adulto_mayor,Zona 8,ACTIVA
21411,2026-07-02T08:46:00,INSERT,TC-00036885,trabajador,Zona 4,ACTIVA
21412,2026-07-02T10:21:00,INSERT,TC-00045312,trabajador,Zona 1,ACTIVA
21413,2026-07-02T01:30:00,INSERT,0000047777,estudiante,Zona 7,ACTIVA
21414,2026-07-02T02:31:00,INSERT,TC-00004668,trabajador,Zona 10,ACTIVA
21415,2026-07-02T19:51:00,INSERT,TC-00046852,trabajador,Zona 10,ACTIVA
21416,2026-07-02T22:39:00,INSERT,TC-00027320,estudiante,Zona 17,ACTIVA
21417,2026-07-02T09:39:00,INSERT,TC-00007884,trabajador,Zona 6,ACTIVA
21418,2026-07-02T07:28:00,INSERT,SIN-TARJETA,estudiante,Zona 13,ACTIVA
21419,2026-07-02T11:29:00,INSERT,TC-00059078,adulto_mayor,Zona 4,ACTIVA
21420,2026-07-02T18:57:00,INSERT,TC-00012687,trabajador,Zona 18,ACTIVA
21421,2026-07-02T10:46:00,INSERT,TC-00044972,trabajador,Zona 9,ACTIVA
21422,2026-07-02T00:35:00,INSERT,TC-00055017,trabajador,Zona 4,ACTIVA
21423,2026-07-02T18:27:00,INSERT,MR0055469,trabajador,Zona 4,ACTIVA
21424,2026-07-02T03:34:00,INSERT,TC-00055183,trabajador,Villa Nueva,ACTIVA
21425,2026-07-02T14:23:00,INSERT,TC-00009371,general,Zona 10,ACTIVA
21426,2026-07-02T12:19:00,INSERT,TC-00030548,estudiante,Zona 1,ACTIVA
21427,2026-07-02T05:00:00,INSERT,TC-00016991,trabajador,Zona 9,ACTIVA
21428,2026-07-02T04:27:00,INSERT,TC-00045485,general,Zona 7,ACTIVA
21429,2026-07-02T11:16:00,INSERT,TC-00007450,general,Zona 17,ACTIVA
21430,2026-07-02T06:36:00,INSERT,TC-00017033,trabajador,Zona 4,ACTIVA
21431,2026-07-02T10:13:00,INSERT,TC-00010643,estudiante,Zona 12,ACTIVA
21432,2026-07-02T05:01:00,INSERT,0000039139,estudiante,Zona 17,ACTIVA
21433,2026-07-02T15:32:00,INSERT,TC-00021826,general,Zona 6,ACTIVA
21434,2026-07-02T17:59:00,INSERT,TC-00048189,trabajador,Zona 9,ACTIVA
21435,2026-07-02T21:58:00,INSERT,TC-00015781,estudiante,Zona 4,ACTIVA
21436,2026-07-02T07:22:00,INSERT,TC-00030468,trabajador,Zona 8,ACTIVA
21437,2026-07-02T02:53:00,INSERT,0000027636,trabajador,Zona 6,ACTIVA
21438,2026-07-02T03:04:00,INSERT,TC-00040455,trabajador,Santa Catarina Pinula,ACTIVA
21439,2026-07-02T01:03:00,INSERT,TC-00017067,trabajador,Zona 10,ACTIVA
21440,2026-07-02T09:55:00,INSERT,0000026560,trabajador,Zona 10,ACTIVA
21441,2026-07-02T10:46:00,INSERT,TC-00043218,trabajador,Zona 4,ACTIVA
21442,2026-07-02T06:43:00,INSERT,TC-00023324,trabajador,Zona 17,ACTIVA
21443,2026-07-02T11:46:00,INSERT,TC-00039062,trabajador,Zona 7,ACTIVA
21444,2026-07-02T03:20:00,INSERT,TC-00013856,trabajador,Santa Catarina Pinula,ACTIVA
21445,2026-07-02T23:11:00,INSERT,TC-00000915,general,Zona 10,ACTIVA
21446,2026-07-02T07:20:00,INSERT,TC-00015702,estudiante,Mixco,ACTIVA
21447,2026-07-02T22:21:00,INSERT,TC-00025886,trabajador,Zona 6,ACTIVA
21448,2026-07-02T12:43:00,INSERT,0000047948,estudiante,Zona 6,ACTIVA
21449,2026-07-02T12:35:00,INSERT,TC-00013163,trabajador,Zona 10,ACTIVA
21450,2026-07-02T08:42:00,INSERT,TC-00018787,trabajador,Zona 18,ACTIVA
21451,2026-07-02T19:09:00,INSERT,MR0012422,trabajador,Santa Catarina Pinula,ACTIVA
21452,2026-07-02T03:18:00,INSERT,TC-00008942,trabajador,Villa Nueva,ACTIVA
21453,2026-07-02T18:27:00,INSERT,SIN-TARJETA,trabajador,Zona 12,ACTIVA
